Order Date,Shipment Date,Status,Delivery Date,"Order-to-Delivery, days","Price, EUR",Product ID,"Sum of Order, EUR",Qty ordered,Discount %,"Weight, kg",Delivery type,Premium?,Business?,Content rating,Date of creation,Category,Payment type
10/26/2021,10/26/2021,Delivered,11/1/2021,6,3.93,219921682,3.93,1,0.26,0.1,Pick-up Point,0,0,'70,9/12/2021,Study,Card
10/26/2021,10/27/2021,Delivered,10/29/2021,3,3.33,206052892,3.33,1,0.58,0.1,Courier,1,0,'45,8/18/2021,Paper,Apple Pay
10/25/2021,10/26/2021,Delivered,10/27/2021,2,3.87,219925820,3.87,1,0.34,0.4,Pick-up Point,0,0,'60,9/11/2021,Study,Card
10/25/2021,10/26/2021,Delivered,10/31/2021,6,2.60,219546494,2.60,1,0.6,0.1,Pick-up Point,0,0,'56.25,9/8/2021,Stationary,Apple Pay
10/25/2021,10/26/2021,Delivered,10/27/2021,2,3.61,291090282,3.61,1,0.45,0.1,Pick-up Point,0,0,'31.25,6/3/2021,Study,Card
10/25/2021,10/26/2021,Delivered,10/28/2021,3,3.87,219925820,3.87,1,0.34,0.4,Pick-up Point,0,0,'60,9/11/2021,Study,Apple Pay
10/25/2021,10/26/2021,Delivered,10/29/2021,4,7.93,225850168,7.93,1,0.33,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/25/2021,10/26/2021,Cancelled,,-44495,7.93,225848498,7.93,1,0.33,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/25/2021,10/26/2021,Delivered,10/31/2021,6,3.96,199519914,3.96,1,0.6,1.1,Pick-up box,1,0,'40,6/24/2020,Decoration,Card
10/25/2021,10/25/2021,Delivered,10/26/2021,1,6.67,202528585,3.33,2,0.55,0.2,Courier,1,0,'65,8/14/2021,Paper,Card
10/25/2021,10/28/2021,Cancelled,,-44495,3.96,199519914,3.96,1,0.6,1.1,Courier,1,0,'40,6/24/2020,Decoration,Card
10/25/2021,10/28/2021,Delivered,10/31/2021,6,3.33,219894852,3.33,1,0.36,0.1,Courier,1,0,'30,9/11/2021,Sticker,Apple Pay
10/25/2021,10/26/2021,Delivered,10/29/2021,4,3.99,202528584,3.99,1,0.57,0.1,Pick-up Point,0,0,'40,8/14/2021,Paper,Card
10/25/2021,10/26/2021,Delivered,10/28/2021,3,2.93,290998918,2.93,1,0.55,0.1,Pick-up Point,0,0,'36.25,6/3/2021,Study,Card
10/25/2021,10/26/2021,Delivered,10/29/2021,4,6.53,225895240,6.53,1,0.48,4,Pick-up Point,0,0,'55,1/28/2021,Stationary,Card
10/25/2021,10/26/2021,Delivered,10/27/2021,2,3.96,199519914,3.96,1,0.6,1.1,Courier,0,0,'40,6/24/2020,Decoration,Card
10/25/2021,10/26/2021,Delivered,10/26/2021,2,6.28,191684958,6.28,1,0.45,0.2,Pick-up Point,0,0,'61.25,8/30/2020,Stationary,Apple Pay
10/25/2021,10/25/2021,Delivered,10/27/2021,2,2.60,219546494,2.60,1,0.6,0.1,Pick-up Point,0,0,'56.25,9/8/2021,Stationary,Card
10/25/2021,10/26/2021,Delivered,11/1/2021,7,7.93,225848498,7.93,1,0.33,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/24/2021,10/25/2021,Delivered,10/27/2021,3,7.93,225848498,7.93,1,0.33,0.5,Pick-up Point,1,0,#N/A,#N/A,No data,Card
10/24/2021,10/24/2021,Delivered,10/27/2021,3,15.87,225848498,7.93,2,0.33,1,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/24/2021,10/24/2021,Delivered,10/25/2021,1,2.93,290998918,2.93,1,0.55,0.1,Pick-up Point,1,0,'36.25,6/3/2021,Study,Card
10/24/2021,10/25/2021,Delivered,10/28/2021,4,3.61,298265922,3.61,1,0.45,0.1,Pick-up Point,0,0,'25,6/22/2021,Study,Google Pay
10/24/2021,10/24/2021,Delivered,10/27/2021,3,5.32,222845644,5.32,1,0.53,0.4,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/24/2021,10/24/2021,Delivered,10/27/2021,3,7.93,225848498,7.93,1,0.33,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/24/2021,10/25/2021,Delivered,10/27/2021,3,7.93,225848498,7.93,1,0.33,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Google Pay
10/24/2021,10/25/2021,Delivered,10/26/2021,2,7.93,225848498,7.93,1,0.33,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/24/2021,10/25/2021,Delivered,10/30/2021,6,3.99,202528584,3.99,1,0.57,0.1,Pick-up Point,0,0,'40,8/14/2021,Paper,Google Pay
10/24/2021,10/24/2021,Delivered,10/25/2021,1,7.93,225850168,7.93,1,0.33,0.5,Courier,1,0,#N/A,#N/A,No data,Apple Pay
10/23/2021,10/24/2021,Delivered,11/1/2021,9,7.93,225850168,7.93,1,0.33,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/23/2021,10/24/2021,Delivered,10/25/2021,2,7.93,225850168,7.93,1,0.33,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/23/2021,10/24/2021,Delivered,10/31/2021,8,3.99,202528584,3.99,1,0.57,0.1,Pick-up Point,0,0,'40,8/14/2021,Paper,Card
10/23/2021,10/24/2021,Delivered,10/26/2021,3,7.93,225850168,7.93,1,0.33,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Apple Pay
10/23/2021,10/24/2021,Delivered,10/25/2021,2,2.93,290998918,2.93,1,0.55,0.1,Pick-up Point,0,0,'36.25,6/3/2021,Study,Card
10/23/2021,10/24/2021,Delivered,10/25/2021,2,2.60,219546494,2.60,1,0.6,0.1,Pick-up Point,0,0,'56.25,9/8/2021,Stationary,Card
10/23/2021,10/24/2021,Delivered,10/31/2021,8,5.87,209488909,5.87,1,0.56,0.6,Pick-up Point,0,0,'40,11/17/2020,Stationary,Card
10/23/2021,10/24/2021,Delivered,10/26/2021,3,5.87,209488909,5.87,1,0.56,0.6,Pick-up Point,0,0,'40,11/17/2020,Stationary,Card
10/23/2021,10/24/2021,Delivered,10/26/2021,3,3.33,219895099,3.33,1,0.49,0.1,Pick-up Point,0,0,'41.25,9/11/2021,Sticker,Card
10/23/2021,10/23/2021,Delivered,10/26/2021,3,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Google Pay
10/22/2021,10/23/2021,Delivered,10/24/2021,2,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Apple Pay
10/22/2021,10/23/2021,Delivered,10/25/2021,3,3.33,219908882,3.33,1,0.37,0.1,Pick-up Point,0,0,'30,9/11/2021,Sticker,Card
10/22/2021,10/23/2021,Delivered,10/23/2021,1,2.60,219546494,2.60,1,0.6,0.1,Pick-up Point,1,0,'56.25,9/8/2021,Stationary,Card
10/22/2021,10/27/2021,Delivered,10/28/2021,6,4.67,250990858,4.67,1,0.41,0.1,Courier,1,0,'65,4/4/2021,Paper,Card
10/22/2021,10/23/2021,Cancelled,,-44492,7.93,225850168,7.93,1,0.33,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Apple Pay
10/22/2021,10/24/2021,Delivered,11/1/2021,10,3.96,199519914,3.96,1,0.6,1.1,Pick-up Point,0,0,'40,6/24/2020,Decoration,Card
10/22/2021,10/23/2021,Cancelled,,-44492,8.40,225850168,8.40,1,0.29,0.5,Pick-up Point,1,0,#N/A,#N/A,No data,Card
10/22/2021,10/23/2021,Delivered,10/27/2021,5,3.87,219899101,3.87,1,0.41,0.1,Pick-up Point,0,0,'41.25,9/11/2021,Sticker,Card
10/22/2021,10/23/2021,Delivered,10/26/2021,4,8.40,225850168,8.40,1,0.28,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/22/2021,10/23/2021,Delivered,10/25/2021,3,8.40,225850168,8.40,1,0.29,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/22/2021,10/23/2021,Delivered,10/27/2021,5,7.92,241909946,3.96,2,0.29,0.7,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Card
10/22/2021,10/22/2021,Delivered,10/26/2021,4,8.40,225850168,8.40,1,0.29,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Apple Pay
10/22/2021,10/26/2021,Delivered,10/28/2021,6,8.40,225850168,8.40,1,0.29,0.5,Courier,0,0,#N/A,#N/A,No data,Card
10/22/2021,10/23/2021,Delivered,10/25/2021,3,8.40,225850168,8.40,1,0.29,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/22/2021,10/22/2021,Delivered,10/26/2021,4,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Apple Pay
10/22/2021,10/22/2021,Delivered,10/23/2021,1,3.33,219546494,3.33,1,0.49,0.1,Pick-up Point,0,0,'56.25,9/8/2021,Stationary,Card
10/22/2021,10/22/2021,Delivered,10/25/2021,3,8.40,225850168,8.40,1,0.29,0.5,Pick-up Point,1,0,#N/A,#N/A,No data,Card
10/22/2021,10/24/2021,Delivered,10/25/2021,3,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Card
10/22/2021,10/23/2021,Delivered,10/31/2021,9,5.20,214005955,5.20,1,0.34,0,Pick-up Point,0,0,#N/A,#N/A,No data,Apple Pay
10/21/2021,10/22/2021,Delivered,10/22/2021,1,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Apple Pay
10/21/2021,10/22/2021,Delivered,10/29/2021,8,8.40,225850168,8.40,1,0.29,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/21/2021,10/22/2021,Delivered,10/24/2021,3,5.20,202528585,5.20,1,0.29,0.1,Pick-up Point,0,0,'65,8/14/2021,Paper,Card
10/21/2021,10/22/2021,Delivered,10/27/2021,6,8.40,225850168,8.40,1,0.29,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/21/2021,10/22/2021,Delivered,10/30/2021,9,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,1,0,'5,3/16/2021,House & Garden,Card
10/21/2021,10/22/2021,Delivered,10/24/2021,3,3.96,199519914,3.96,1,0.6,1.1,Courier,1,0,'40,6/24/2020,Decoration,Card
10/21/2021,10/22/2021,Delivered,10/28/2021,7,7.33,209488909,7.33,1,0.44,0.6,Pick-up Point,0,0,'40,11/17/2020,Stationary,Card
10/21/2021,10/23/2021,Delivered,10/25/2021,4,8.67,225848498,8.67,1,0.27,0.5,Courier,1,0,#N/A,#N/A,No data,Card
10/21/2021,10/22/2021,Delivered,10/24/2021,3,8.67,225848498,8.67,1,0.27,0.5,Courier,0,0,#N/A,#N/A,No data,Card
10/21/2021,10/21/2021,Delivered,10/22/2021,1,3.96,290998918,3.96,1,0.39,0.1,Pick-up Point,0,0,'36.25,6/3/2021,Study,Card
10/21/2021,10/22/2021,Cancelled,,-44490,3.96,199519914,3.96,1,0.6,1.1,Pick-up Point,0,0,'40,6/24/2020,Decoration,Card
10/21/2021,10/22/2021,Delivered,10/24/2021,3,7.33,209488909,7.33,1,0.44,0.6,Pick-up Point,0,0,'40,11/17/2020,Stationary,Card
10/21/2021,10/22/2021,Delivered,10/26/2021,5,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,1,0,'5,3/16/2021,House & Garden,Card
10/21/2021,10/22/2021,Delivered,10/25/2021,4,8.67,225848498,8.67,1,0.27,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/21/2021,10/21/2021,Delivered,10/21/2021,1,3.96,199519914,3.96,1,0.6,1.1,Courier,1,0,'40,6/24/2020,Decoration,Card
10/21/2021,10/22/2021,Delivered,10/25/2021,4,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Apple Pay
10/20/2021,10/21/2021,Delivered,10/23/2021,3,3.96,199519914,3.96,1,0.6,1.1,Pick-up Point,0,0,'40,6/24/2020,Decoration,Card
10/20/2021,10/21/2021,Delivered,10/25/2021,5,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,1,0,'5,3/16/2021,House & Garden,Card
10/20/2021,10/21/2021,Delivered,10/21/2021,1,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Google Pay
10/20/2021,10/21/2021,Delivered,10/24/2021,4,5.20,214005955,5.20,1,0.34,0,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/20/2021,10/21/2021,Delivered,10/29/2021,9,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Apple Pay
10/20/2021,10/25/2021,Delivered,10/27/2021,7,7.33,191684958,7.33,1,0.35,0.2,Courier,0,0,'61.25,8/30/2020,Stationary,Apple Pay
10/20/2021,10/21/2021,Delivered,10/25/2021,5,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Card
10/20/2021,10/21/2021,Delivered,10/26/2021,6,3.33,219546494,3.33,1,0.49,0.1,Pick-up Point,1,0,'56.25,9/8/2021,Stationary,Card
10/20/2021,10/20/2021,Delivered,10/22/2021,2,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Google Pay
10/20/2021,10/21/2021,Delivered,10/21/2021,1,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Apple Pay
10/20/2021,10/20/2021,Delivered,10/27/2021,7,8.40,225850168,8.40,1,0.29,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/20/2021,10/21/2021,Delivered,10/25/2021,5,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Digital
10/20/2021,10/20/2021,Delivered,10/22/2021,2,3.96,241909946,3.96,1,0.29,0.3,Courier,0,0,'5,3/16/2021,House & Garden,Card
10/19/2021,10/20/2021,Delivered,10/23/2021,4,8.40,225850168,8.40,1,0.29,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/19/2021,10/20/2021,Delivered,10/25/2021,6,5.33,250990858,5.33,1,0.27,0.1,Pick-up Point,1,0,'65,4/4/2021,Paper,Apple Pay
10/19/2021,10/20/2021,Delivered,10/22/2021,3,3.87,219899101,3.87,1,0.41,0.1,Pick-up Point,0,0,'41.25,9/11/2021,Sticker,Card
10/19/2021,10/20/2021,Delivered,10/22/2021,3,3.87,219895099,3.87,1,0.41,0.1,Pick-up Point,0,0,'41.25,9/11/2021,Sticker,Card
10/19/2021,10/19/2021,Delivered,10/21/2021,2,8.67,225848498,8.67,1,0.27,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/19/2021,10/20/2021,Delivered,10/23/2021,4,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/19/2021,10/20/2021,Delivered,10/25/2021,6,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/19/2021,10/19/2021,Delivered,10/20/2021,1,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/19/2021,10/20/2021,Delivered,10/23/2021,4,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/19/2021,10/19/2021,Delivered,10/20/2021,1,8.67,225848498,8.67,1,0.27,0.5,Pick-up Point,1,0,#N/A,#N/A,No data,Card
10/19/2021,10/20/2021,Delivered,10/22/2021,3,3.96,241909946,3.96,1,0.29,0.3,Pick-up box,0,0,'5,3/16/2021,House & Garden,Card
10/19/2021,10/20/2021,Delivered,10/23/2021,4,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,1,0,'5,3/16/2021,House & Garden,Card
10/19/2021,10/19/2021,Delivered,10/23/2021,4,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/19/2021,10/21/2021,Delivered,10/22/2021,3,8.67,225848498,8.67,1,0.27,0.5,Courier,0,0,#N/A,#N/A,No data,Card
10/19/2021,10/19/2021,Delivered,10/23/2021,4,3.87,219899101,3.87,1,0.41,0.1,Pick-up Point,0,0,'41.25,9/11/2021,Sticker,Card
10/19/2021,10/19/2021,Delivered,10/21/2021,2,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Apple Pay
10/19/2021,10/19/2021,Delivered,10/22/2021,3,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,1,0,'5,3/16/2021,House & Garden,Card
10/19/2021,10/20/2021,Delivered,10/21/2021,2,8.40,225850168,8.40,1,0.29,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Apple Pay
10/19/2021,10/19/2021,Delivered,10/20/2021,1,3.87,219895099,3.87,1,0.41,0.1,Pick-up Point,0,0,'41.25,9/11/2021,Sticker,Apple Pay
10/18/2021,10/19/2021,Delivered,10/19/2021,1,8.67,225848498,8.67,1,0.27,0.5,Courier,0,0,#N/A,#N/A,No data,Credit
10/18/2021,10/19/2021,Delivered,10/22/2021,4,3.87,219908882,3.87,1,0.27,0.1,Pick-up Point,0,0,'30,9/11/2021,Sticker,Card
10/18/2021,10/19/2021,Cancelled,,-44488,8.40,225850168,8.40,1,0.29,0.5,Courier,1,0,#N/A,#N/A,No data,Card
10/18/2021,10/19/2021,Delivered,10/23/2021,5,3.87,219895099,3.87,1,0.41,0.1,Pick-up Point,0,0,'41.25,9/11/2021,Sticker,Card
10/18/2021,10/19/2021,Delivered,10/23/2021,4,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Apple Pay
10/18/2021,10/19/2021,Delivered,10/21/2021,3,19.80,241909946,3.96,5,0.29,1.8,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Card
10/18/2021,10/19/2021,Delivered,10/21/2021,3,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Google Pay
10/18/2021,10/19/2021,Delivered,10/27/2021,9,5.20,202528585,5.20,1,0.29,0.1,Pick-up Point,0,0,'65,8/14/2021,Paper,Card
10/18/2021,10/19/2021,Delivered,10/20/2021,2,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Apple Pay
10/18/2021,10/19/2021,Delivered,10/22/2021,4,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Card
10/18/2021,10/19/2021,Delivered,10/20/2021,2,2.65,182569295,2.65,1,0.49,0.1,Courier,0,0,'51.25,7/23/2020,Journal,Card
10/18/2021,10/19/2021,Delivered,10/21/2021,3,8.40,225850168,8.40,1,0,0.5,Pick-up Point,1,0,#N/A,#N/A,No data,Card
10/18/2021,10/19/2021,Delivered,10/25/2021,7,8.40,225850168,8.40,1,0.29,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/18/2021,10/19/2021,Delivered,10/22/2021,4,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Card
10/18/2021,10/18/2021,Delivered,10/18/2021,0,5.31,182569295,2.65,2,0.49,0.3,Courier,1,0,'51.25,7/23/2020,Journal,Card
10/18/2021,10/19/2021,Delivered,10/23/2021,5,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Apple Pay
10/18/2021,10/18/2021,Cancelled,,-44487,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/18/2021,10/18/2021,Delivered,10/24/2021,6,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/18/2021,10/18/2021,Delivered,10/19/2021,1,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/18/2021,10/18/2021,Delivered,10/21/2021,3,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/18/2021,10/18/2021,Delivered,10/21/2021,3,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/17/2021,10/18/2021,Delivered,10/19/2021,1,7.33,191684958,7.33,1,0.35,0.2,Pick-up Point,0,0,'61.25,8/30/2020,Stationary,Apple Pay
10/17/2021,10/18/2021,Delivered,10/22/2021,5,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Card
10/17/2021,10/17/2021,Delivered,10/21/2021,4,8.67,225848498,8.67,1,0.27,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/17/2021,10/19/2021,Delivered,10/29/2021,12,3.87,219899101,3.87,1,0.41,0.1,Pick-up Point,0,0,'41.25,9/11/2021,Sticker,Card
10/17/2021,10/17/2021,Delivered,10/20/2021,3,3.33,219546494,3.33,1,0.49,0.1,Pick-up Point,0,0,'56.25,9/8/2021,Stationary,Card
10/17/2021,10/17/2021,Delivered,10/18/2021,1,3.87,219899101,3.87,1,0.41,0.1,Pick-up Point,0,0,'41.25,9/11/2021,Sticker,Card
10/17/2021,10/18/2021,Delivered,10/21/2021,4,13.13,198486522,13.13,1,0.27,0.7,Pick-up Point,0,0,'46.25,9/26/2020,Paper,Card
10/17/2021,10/18/2021,Delivered,10/19/2021,2,8.67,225848498,8.67,1,0.27,0.5,Courier,1,0,#N/A,#N/A,No data,Card
10/17/2021,10/18/2021,Delivered,10/19/2021,2,3.87,219895099,3.87,1,0.41,0.1,Pick-up Point,0,0,'41.25,9/11/2021,Sticker,Card
10/17/2021,10/17/2021,Delivered,10/19/2021,2,5.87,250990858,5.87,1,0.25,0.1,Pick-up Point,1,0,'65,4/4/2021,Paper,Card
10/17/2021,10/18/2021,Delivered,10/21/2021,4,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Card
10/17/2021,10/18/2021,Delivered,10/20/2021,3,8.67,225848498,8.67,1,0.27,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/17/2021,10/17/2021,Cancelled,,-44486,3.99,219925820,3.99,1,0.32,0.4,Pick-up Point,0,0,'60,9/11/2021,Study,Card
10/17/2021,10/18/2021,Delivered,10/22/2021,5,8.67,225848498,8.67,1,0.27,0.5,Pick-up Point,1,0,#N/A,#N/A,No data,Apple Pay
10/16/2021,10/17/2021,Delivered,10/18/2021,2,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/16/2021,10/17/2021,Delivered,10/18/2021,2,8.67,225848498,8.67,1,0.27,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/16/2021,10/18/2021,Delivered,10/20/2021,4,3.96,241909946,3.96,1,0.29,0.3,Courier,0,0,'5,3/16/2021,House & Garden,Card
10/16/2021,10/23/2021,Delivered,10/24/2021,8,3.87,219899101,3.87,1,0.41,0.1,Courier,0,0,'41.25,9/11/2021,Sticker,Card
10/16/2021,10/17/2021,Delivered,10/19/2021,3,8.67,225848498,8.67,1,0.27,0.5,Courier,1,0,#N/A,#N/A,No data,Card
10/16/2021,10/16/2021,Delivered,10/17/2021,1,3.96,241909946,3.96,1,0.29,0.3,Pick-up Point,0,0,'5,3/16/2021,House & Garden,Card
10/16/2021,10/16/2021,Delivered,10/20/2021,4,8.67,225848498,8.67,1,0.27,0.5,Pick-up Point,0,0,#N/A,#N/A,No data,Card
10/16/2021,10/17/2021,Delivered,10/20/2021,4,5.31,182569295,2.65,2,0.49,0.3,Courier,0,0,'51.25,7/23/2020,Journal,Card
10/16/2021,10/16/2021,Delivered,10/17/2021,1,2.65,182569295,2.65,1,0.49,0.1,Pick-up Point,0,0,'51.25,7/23/2020,Journal,Card
10/16/2021,10/16/2021,Delivered,10/17/2021,1,13.13,198486522,13.13,1,0.27,0.7,Pick-up Point,0,0,'46.25,9/26/2020,Paper,Card
